;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_pontevedra;Pontevedra;Pontevedra;Pontevedra;;Pontevedra;;;;;;;;;x
c_pontevedra_adj;Pontevedran;Pontevedran;Pontevedran;;Pontevedran;;;;;;;;;x
c_polybotos;Polybotos;Polybotos;Polybotos;;Polybotos;;;;;;;;;x
c_polybotos_adj;Polybotosian;Polybotosian;Polybotosian;;Polybotosian;;;;;;;;;x
c_mosynopolis;Mosynopolis;Mosynopolis;Mosynopolis;;Mosynopolis;;;;;;;;;x
c_mosynopolis_adj;Mosynopolisian;Mosynopolisian;Mosynopolisian;;Mosynopolisian;;;;;;;;;x
c_amasia;Amasia;Amasia;Amasia;;Amasia;;;;;;;;;x
c_amasia_adj;Amasiaian;Amasiaian;Amasiaian;;Amasiaian;;;;;;;;;x
c_saarbrucken;Saarbrücken;Saarbrücken;Saarbrücken;;Saarbrücken;;;;;;;;;x
c_saarbrucken_adj;Rheinish;Rheinish;Rheinish;;Rheinish;;;;;;;;;x
c_sibenik;Sibenik;Sibenik;Sibenik;;Sibenik;;;;;;;;;x
c_sibenik_adj;Sibenikian;Sibenikian;Sibenikian;;Sibenikian;;;;;;;;;x
c_sonderjylland;Sillende;Sillende;Sillende;;Sillende;;;;;;;;;x
c_sonderjylland_adj;Sillendian;Sillendian;Sillendian;;Sillendian;;;;;;;;;x
c_schwerin;Zuarin;Zuarin;Zuarin;;Zuarin;;;;;;;;;x
c_schwerin_adj;Zuarinian;Zuarinian;Zuarinian;;Zuarinian;;;;;;;;;x
c_frankfurt;Hanua;Hanua;Hanua;;Hanua;;;;;;;;;x
c_frankfurt_adj;Rheinish;Rheinish;Rheinish;;Rheinish;;;;;;;;;x
c_bentheim;Bentheim;Bentheim;Bentheim;;Bentheim;;;;;;;;;x
c_bentheim_adj;Lingian;Lingian;Lingian;;Lingian;;;;;;;;;x
c_zeitz;Zeitz;Zeitz;Zeitz;;Zeitz;;;;;;;;;x
c_zeitz_adj;Zeitzian;Zeitzian;Zeitzian;;Zeitzian;;;;;;;;;x
c_augsburg;Augsburg;Augsburg;Augsburg;;Augsburg;;;;;;;;;x
c_augsburg_adj;Augsburgian;Augsburgian;Augsburgian;;Augsburgian;;;;;;;;;x
c_sanmarino;San Marino;San Marino;San Marino;;San Marino;;;;;;;;;x
c_sanmarino_adj;San Marinese;San Marinese;San Marinese;;San Marinese;;;;;;;;;x
c_reggionellemilia;Reggio Emilia;Reggio Emilia;Reggio Emilia;;Reggio Emilia;;;;;;;;;x
c_reggionellemilia_adj;Emilian;Emilian;Emilian;;Emilian;;;;;;;;;x
c_trieste;Trieste;Trieste;Trieste;;Trieste;;;;;;;;;x
c_trieste_adj;Triestan;Triestan;Triestan;;Triestan;;;;;;;;;x
c_bihac;Bihac;Bihac;Bihac;;Bihac;;;;;;;;;x
c_bihac_adj;Bihacian;Bihacian;Bihacian;;Bihacian;;;;;;;;;x
c_katz;Lauffen;Lauffen;Lauffen;;Lauffen;;;;;;;;;x
c_katz_adj;Rheinish;Rheinish;Rheinish;;Rheinish;;;;;;;;;x
c_ravno;Branicevo;Branicevo;Branicevo;;Branicevo;;;;;;;;;x
c_ravno_adj;Brancievoian;Brancievoian;Brancievoian;;Brancievoian;;;;;;;;;x
c_braslaw;Braslaw;Braslaw;Braslaw;;Braslaw;;;;;;;;;x
c_braslaw_adj;Braslawian;Braslawian;Braslawian;;Braslawian;;;;;;;;;x
c_jeriska;Jeriska;Jeriska;Jeriska;;Jeriska;;;;;;;;;x
c_jeriska_adj;Latvian;Latvian;Latvian;;Latvian;;;;;;;;;x
c_roslavl;Roslavl;Roslavl;Roslavl;;Roslavl;;;;;;;;;x
c_roslavl_adj;Roslavlian;Roslavlian;Roslavlian;;Roslavlian;;;;;;;;;x
c_borzna;Borzna;Borzna;Borzna;;Borzna;;;;;;;;;x
c_borzna_adj;Borznan;Borznan;Borznan;;Borznan;;;;;;;;;x
c_eivissa;Eivissa;Eivissa;Eivissa;;Eivissa;;;;;;;;;x
c_eivissa_adj;Partypeopleian;Partypeopleian;Partypeopleian;;Partypeopleian;;;;;;;;;x
c_jaen;Jaén;Jaén;Jaén;;Jaén;;;;;;;;;x
c_jaen_adj;Jaénian;Jaénian;Jaénian;;Jaénian;;;;;;;;;x
c_linares;Bailén;Bailén;Bailén;;Bailén;;;;;;;;;x
c_linares_adj;Bailénian;Bailénian;Bailénian;;Bailénian;;;;;;;;;x
c_laval;Laval;Laval;Laval;;Laval;;;;;;;;;x
c_laval_adj;Lavalian;Lavalian;Lavalian;;Lavalian;;;;;;;;;x
c_philadelphia;Philadelphia;Philadelphia;Philadelphia;;Philadelphia;;;;;;;;;x
c_philadelphia_adj;Philadelphian;Philadelphian;Philadelphian;;Philadelphian;;;;;;;;;x
c_mide;Meathian;Meathian;Meathian;;Meathian;;;;;;;;;x
c_mide_adj;Meathian;Meathian;Meathian;;Meathian;;;;;;;;;x
c_roscommon;Roscommon;Roscommon;Roscommon;;Roscommon;;;;;;;;;x
c_roscommon_adj;Roscommonian;Roscommonian;Roscommonian;;Roscommonian;;;;;;;;;x
c_trim;Trim;Trim;Trim;;Trim;;;;;;;;;x
c_trim_adj;Trimian;Trimian;Trimian;;Trimian;;;;;;;;;x
c_merseburg;Merseburg;Merseburg;Merseburg;;Merseburg;;;;;;;;;x
c_merseburg_adj;Merseburgian;Merseburgian;Merseburgian;;Merseburgian;;;;;;;;;x
c_deltuva;Deltuva;Deltuva;Deltuva;;Deltuva;;;;;;;;;x
c_deltuva_adj;Deltuvian;Deltuvian;Deltuvian;;Deltuvian;;;;;;;;;x
c_goslar;Goslar;Goslar;Goslar;;Goslar;;;;;;;;;x
c_goslar_adj;Goslarian;Goslarian;Goslarian;;Goslarian;;;;;;;;;x
c_ansbach;Ansbach;Ansbach;Ansbach;;Ansbach;;;;;;;;;x
c_ansbach_adj;Ansbachian;Ansbachian;Ansbachian;;Ansbachian;;;;;;;;;x
c_prignitz;Prignitz;Prignitz;Prignitz;;Prignitz;;;;;;;;;x
c_prignitz_adj;Prignitzian;Prignitzian;Prignitzian;;Prignitzian;;;;;;;;;x
c_ely;Isle of Ely;Isle of Ely;Isle of Ely;;Isle of Ely;;;;;;;;;x
c_ely_adj;Elyian;Elyian;Elyian;;Elyian;;;;;;;;;x
c_jarva;Järva;Järva;Järva;;Järva;;;;;;;;;x
c_jarva_adj;Järvian;Järvian;Järvian;;Järvian;;;;;;;;;x
c_koknese;Koknese;Koknese;Koknese;;Koknese;;;;;;;;;x
c_koknese_adj;Koknesian;Koknesian;Koknesian;;Koknesian;;;;;;;;;x
c_metsepole;Metsepole;Metsepole;Metsepole;;Metsepole;;;;;;;;;x
c_metsepole_adj;Metsepolian;Metsepolian;Metsepolian;;Metsepolian;;;;;;;;;x
c_laanemaa;Laanemaa;Laanemaa;Laanemaa;;Laanemaa;;;;;;;;;x
c_laanemaa_adj;Laanemaaian;Laanemaaian;Laanemaaian;;Laanemaaian;;;;;;;;;x
c_atzele;Atzele;Atzele;Atzele;;Atzele;;;;;;;;;x
c_atzele_adj;Atzeleian;Atzeleian;Atzeleian;;Atzeleian;;;;;;;;;x
c_hrodna;Hrodna;Hrodna;Hrodna;;Hrodna;;;;;;;;;x
c_hrodna_adj;Hrodna;Hrodna;Hrodna;;Hrodna;;;;;;;;;x
c_kaunas;Suvalkija;Suvalkija;Suvalkija;;Suvalkija;;;;;;;;;x
c_kaunas_adj;Suvalkija;Suvalkija;Suvalkija;;Suvalkija;;;;;;;;;x
c_chelm;Chelm;Chelm;Chelm;;Chelm;;;;;;;;;x
c_chelm_adj;Chelmian;Chelmian;Chelmian;;Chelmian;;;;;;;;;x
c_belz;Belz;Belz;Belz;;Belz;;;;;;;;;x
c_belz_adj;Belz;Belz;Belz;;Belz;;;;;;;;;x
c_druck;Druck;Druck;Druck;;Druck;;;;;;;;;x
c_druck_adj;Druck;Druck;Druck;;Druck;;;;;;;;;x
c_gomel;Gomel;Gomel;Gomel;;Gomel;;;;;;;;;x
c_gomel_adj;Gomel;Gomel;Gomel;;Gomel;;;;;;;;;x
c_lublin;Lublin;Lublin;Lublin;;Lublin;;;;;;;;;x
c_lublin_adj;Lublin;Lublin;Lublin;;Lublin;;;;;;;;;x
c_upyte;Upyte;Upyte;Upyte;;Upyte;;;;;;;;;x
c_upyte_adj;Upytian;Upytian;Upytian;;Upytian;;;;;;;;;x
c_nalshia;Nalsia;Nalsia;Nalsia;;Nalsia;;;;;;;;;x
c_nalshia_adj;Nalsian;Nalsian;Nalsian;;Nalsian;;;;;;;;;x
c_syrmia;Syrmia;Syrmia;Syrmia;;Syrmia;;;;;;;;;x
c_syrmia_adj;Syrmian;Syrmian;Syrmian;;Syrmian;;;;;;;;;x
c_donjikraji;Donji Kraji;Donji Kraji;Donji Kraji;;Donji Kraji;;;;;;;;;x
c_donjikraji_adj;Donji Krajian;Donji Krajian;Donji Krajian;;Donji Krajian;;;;;;;;;x
c_zavrsje;Zavrsje;Zavrsje;Zavrsje;;Zavrsje;;;;;;;;;x
c_zavrsje_adj;Zavrsjian;Zavrsjian;Zavrsjian;;Zavrsjian;;;;;;;;;x
c_kotor;Kotor;Kotor;Kotor;;Kotor;;;;;;;;;x
c_kotor_adj;Kotorian;Kotorian;Kotorian;;Kotorian;;;;;;;;;x
c_virovitica;Viroviticka;Viroviticka;Viroviticka;;Viroviticka;;;;;;;;;x
c_virovitica_adj;Virovitickian;Virovitickian;Virovitickian;;Virovitickian;;;;;;;;;x
c_krasso;Krassó;Krassó;Krassó;;Krassó;;;;;;;;;x
c_krasso_adj;Krassóian;Krassóian;Krassóian;;Krassóian;;;;;;;;;x
c_voigtland;Voigtland;Voigtland;Voigtland;;Voigtland;;;;;;;;;x
c_voigtland_adj;Voigtlandish;Voigtlandish;Voigtlandish;;Voigtlandish;;;;;;;;;x
c_konigssondergau;Königsondergau;Königsondergau;Königsondergau;;Königsondergau;;;;;;;;;x
c_konigssondergau_adj;Rheinish;Rheinish;Rheinish;;Rheinish;;;;;;;;;x
c_leginca;Legnica;Legnica;Legnica;;Legnica;;;;;;;;;x
c_leginica_adj;Sliesian;Sliesian;Sliesian;;Sliesian;;;;;;;;;x
c_zweibrucken;Zweibrücken;Zweibrücken;Zweibrücken;;Zweibrücken;;;;;;;;;x
c_zweibrucken_adj;Rheinish;Rheinish;Rheinish;;Rheinish;;;;;;;;;x
c_arbanon;Arbër;Arbër;Arbër;;Arbër;;;;;;;;;x
c_arbanon_adj;Albanian;Albanian;Albanian;;Albanian;;;;;;;;;x
c_valona;Vlorë;Vlorë;Vlorë;;Vlorë;;;;;;;;;x
c_valona_adj;Albanian;Albanian;Albanian;;Albanian;;;;;;;;;x
c_skopje;Skopje;Skopje;Skopje;;Skopje;;;;;;;;;x
c_skopje_adj;Macedonian;Macedonian;Macedonian;;Macedonian;;;;;;;;;x
c_traianopolis;Traianopolis;Traianopolis;Traianopolis;;Traianopolis;;;;;;;;;x
c_traianopolis_adj;Strymonian;Strymonian;Strymonian;;Strymonian;;;;;;;;;x
c_corfu;Corfu;Corfu;Corfu;;Corfu;;;;;;;;;x
c_corfu_adj;Ionian;Ionian;Ionian;;Ionian;;;;;;;;;x
c_prizren;Prizren;Prizren;Prizren;;Prizren;;;;;;;;;x
c_prizren_adj;Prizrian;Prizrian;Prizrian;;Prizrian;;;;;;;;;x
c_angel;Angel;Angel;Angel;;Angel;;;;;;;;;x
c_angel_adj;Angelian;Angelian;Angelian;;Angelian;;;;;;;;;x
c_vianden;Vianden;Vianden;Vianden;;Vianden;;;;;;;;;x
c_vianden_adj;Viandenian;Viandenian;Viandenian;;Viandenian;;;;;;;;;x
c_aachen;Aachen;Aachen;Aachen;;Aachen;;;;;;;;;x
c_aachen_adj;Aachenian;Aachenian;Aachenian;;Aachenian;;;;;;;;;x
c_arnhem;Veluwe;Veluwe;Veluwe;;Veluwe;;;;;;;;;x
c_arnhem_adj;Veluwian;Veluwian;Veluwian;;Veluwian;;;;;;;;;x
c_valenciennes;Valenciennes;Valenciennes;Valenciennes;;Valenciennes;;;;;;;;;x
c_valenciennes_adj;Valenciennois;Valenciennois;Valenciennois;;Valenciennois;;;;;;;;;x
c_cambrai;Cambrai;Cambrai;Cambrai;;Cambrai;;;;;;;;;x
c_cambrai_adj;Cambrais;Cambrais;Cambrais;;Cambrais;;;;;;;;;x
c_brussel;Brussel;Brussel;Brussel;;Brussel;;;;;;;;;x
c_brussel_adj;Brussellian;Brussellian;Brussellian;;Brussellian;;;;;;;;;x
c_arlon;Arlon;Arlon;Arlon;;Arlon;;;;;;;;;x
c_arlon_adj;Arlonian;Arlonian;Arlonian;;Arlonian;;;;;;;;;x
c_schaumburg;Schaumburg;Schaumburg;Schaumburg;;Schaumburg;;;;;;;;;x
c_schaumburg_adj;Schaumburgish;Schaumburgish;Schaumburgish;;Schaumburgish;;;;;;;;;x
c_barleduc;Bar;Bar;Bar;;Bar;;;;;;;;;x
c_barleduc_adj;Barroisian;Barroisian;Barroisian;;Barroisian;;;;;;;;;x
c_vestsjaelland;Western Sjaelland;Western Sjaelland;Western Sjaelland;;Western Sjaelland;;;;;;;;;x
c_vestsjaelland_adj;Sjaellandish;Sjaellandish;Sjaellandish;;Sjaellandish;;;;;;;;;x
c_pontamousson;Mousson;Mousson;Mousson;;Mousson;;;;;;;;;x
c_pontamousson_adj;Moussonian;Moussonian;Moussonian;;Moussonian;;;;;;;;;x
c_eberstein;Eberstein;Eberstein;Eberstein;;Eberstein;;;;;;;;;x
c_eberstein_adj;Ebersteinian;Ebersteinian;Ebersteinian;;Ebersteinian;;;;;;;;;x
c_oettingen;Öettigen;Öettigen;Öettigen;;Öettigen;;;;;;;;;x
c_oettingen_adj;Öettigenish;Öettigenish;Öettigenish;;Öettigenish;;;;;;;;;x
c_teck;Teck;Teck;Teck;;Teck;;;;;;;;;x
c_teck_adj;Teckian;Teckian;Teckian;;Teckian;;;;;;;;;x
c_helfenstein;Helfenstein;Helfenstein;Helfenstein;;Helfenstein;;;;;;;;;x
c_helfenstein_adj;Helfensteinish;Helfensteinish;Helfensteinish;;Helfensteinish;;;;;;;;;x
c_hohenloe;Hohenloe;Hohenloe;Hohenloe;;Hohenloe;;;;;;;;;x
c_hohenloe_adj;Hohenloeian;Hohenloeian;Hohenloeian;;Hohenloeian;;;;;;;;;x
c_hohenzollern;Zollern;Zollern;Zollern;;Zollern;;;;;;;;;x
c_hohenzollern_adj;Zollernish;Zollernish;Zollernish;;Zollernish;;;;;;;;;x
c_leuchenberg;Leuchenberg;Leuchenberg;Leuchenberg;;Leuchenberg;;;;;;;;;x
c_leuchenberg_adj;Leuchenbergish;Leuchenbergish;Leuchenbergish;;Leuchenbergish;;;;;;;;;x
c_cheese;Vaud;Vaud;Vaud;;Vaud;;;;;;;;;x
c_cheese_adj;Vaudian;Vaudian;Vaudian;;Vaudian;;;;;;;;;x
c_basel;Basel;Basel;Basel;;Basel;;;;;;;;;x
c_basel_adj;Baselian;Baselian;Baselian;;Baselian;;;;;;;;;x
c_montbeliard;Montbéliard;Montbéliard;Montbéliard;;Montbéliard;;;;;;;;;x
c_montbeliard_adj;Montbeliardian;Montbeliardian;Montbeliardian;;Montbeliardian;;;;;;;;;x
c_bugey;Bresse;Bresse;Bresse;;Bresse;;;;;;;;;x
c_bugey_adj;Bressian;Bressian;Bressian;;Bressian;;;;;;;;;x
c_chablais;Chablis;Chablis;Chablis;;Chablis;;;;;;;;;x
c_chablais_adj;Chablisian;Chablisian;Chablisian;;Chablisian;;;;;;;;;x
c_portois;Vesoul;Vesoul;Vesoul;;Vesoul;;;;;;;;;x
c_portois_adj;Vesoulian;Vesoulian;Vesoulian;;Vesoulian;;;;;;;;;x
c_arles;Arles;Arles;Arles;;Arles;;;;;;;;;x
c_arles_adj;Arlesian;Arlesian;Arlesian;;Arlesian;;;;;;;;;x
c_graisivaudan;Grésivaudan;Grésivaudan;Grésivaudan;;Grésivaudan;;;;;;;;;x
c_graisivaudan_adj;Grésivaudanian;Grésivaudanian;Grésivaudanian;;Grésivaudanian;;;;;;;;;x
c_gapencais;Gapençais;Gapençais;Gapençais;;Gapençais;;;;;;;;;x
c_gapencais_adj;Gapençaisian;Gapençaisian;Gapençaisian;;Gapençaisian;;;;;;;;;x
c_namur_adj;Namurian;Namurian;Namurian;;Namurian;;;;;;;;;x
c_limburg_adj;Limburgian;Limburgian;Limburgian;;Limburgian;;;;;;;;;x
c_stavelot_adj;Zutphenian;Zutphenian;Zutphenian;;Zutphenian;;;;;;;;;x
c_oversticht_adj;Overstichtian;Overstichtian;Overstichtian;;Overstichtian;;;;;;;;;x
c_laroche_adj;La Rochian;La Rochian;La Rochian;;La Rochian;;;;;;;;;x
c_chiny_adj;Cinean;Cinean;Cinean;;Cinean;;;;;;;;;x
c_amous;Amous;Amous;Amous;;Amous;;;;;;;;;x
c_amous_adj;Burgundian;Burgundian;Burgundian;;Burgundian;;;;;;;;;x
c_lori;Lori;Lori;Lori;;Lori;;;;;;;;;x
c_lori_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_odishi;Odishi;Odishi;Odishi;;Odishi;;;;;;;;;x
c_odishi_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_hereti;Hereti;Hereti;Hereti;;Hereti;;;;;;;;;x
c_hereti_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_baghk;Baghk;Baghk;Baghk;;Baghk;;;;;;;;;x
c_baghk_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_utik;Utik;Utik;Utik;;Utik;;;;;;;;;x
c_utik_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_artsakh;Artsakh;Artsakh;Artsakh;;Artsakh;;;;;;;;;x
c_artsakh_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_jiqeti;Jiqeti;Jiqeti;Jiqeti;;Jiqeti;;;;;;;;;x
c_jiqeti_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_klarjeti;Klarjeti;Klarjeti;Klarjeti;;Klarjeti;;;;;;;;;x
c_klarjeti_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_vanand;Vanand;Vanand;Vanand;;Vanand;;;;;;;;;x
c_vanand_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_simsir;Simsir;Simsir;Simsir;;Simsir;;;;;;;;;x
c_simsir_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_tusheti;Tusheti;Tusheti;Tusheti;;Tusheti;;;;;;;;;x
c_tusheti_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_racha;Racha;Racha;Racha;;Racha;;;;;;;;;x
c_racha_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_arran;Arran;Arran;Arran;;Arran;;;;;;;;;x
c_arran_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_corduene;Corduene;Corduene;Corduene;;Corduene;;;;;;;;;x
c_corduene_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_persarmenia;Persarmenia;Persarmenia;Persarmenia;;Persarmenia;;;;;;;;;x
c_persarmenia_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_goghtn;Goghtn;Goghtn;Goghtn;;Goghtn;;;;;;;;;x
c_goghtn_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_sarir;Sarir;Sarir;Sarir;;Sarir;;;;;;;;;x
c_sarir_adj;Armenian;Armenian;Armenian;;Armenian;;;;;;;;;x
c_dzopk;Dzopk;Dzopk;Dzopk;;Dzopk;;;;;;;;;x
c_dzopk_adj;Dzopkian;Dzopkian;Dzopkian;;Dzopkian;;;;;;;;;x
c_magdeburg;Magdeburg;Magdeburg;Magdeburg;;Magdeburg;;;;;;;;;x
c_magdeburg_adj;Magdeburgish;Magdeburgish;Magdeburgish;;Magdeburgish;;;;;;;;;x
c_blankenheim;Blankenheim;Blankenheim;Blankenheim;;Blankenheim;;;;;;;;;x
c_blankenheim_adj;Blankenheimish;Blankenheimish;Blankenheimish;;Blankenheimish;;;;;;;;;x
c_wittenberg;Wittenberg;Wittenberg;Wittenberg;;Wittenberg;;;;;;;;;x
c_wittenberg_adj;Saxon;Saxon;Saxon;;Saxon;;;;;;;;;x
c_brehna;Brehna;Brehna;Brehna;;Brehna;;;;;;;;;x
c_brehna_adj;Brehnan;Brehnan;Brehnan;;Brehnan;;;;;;;;;x
c_schwartzburg;Schwartzburg;Schwartzburg;Schwartzburg;;Schwartzburg;;;;;;;;;x
c_schwartzburg_adj;Schwartzburgish;Schwartzburgish;Schwartzburgish;;Schwartzburgish;;;;;;;;;x
c_tecklenburg;Tecklenburg;Tecklenburg;Tecklenburg;;Tecklenburg;;;;;;;;;x
c_tecklenburg_adj;Tecklenburgish;Tecklenburgish;Tecklenburgish;;Tecklenburgish;;;;;;;;;x
c_lauenburg;Lauenburg;Lauenburg;Lauenburg;;Lauenburg;;;;;;;;;x
c_lauenburg_adj;Lauenburgish;Lauenburgish;Lauenburgish;;Lauenburgish;;;;;;;;;x
c_gudbrandzdalar;Dœlafylki;Dœlafylki;Dœlafylki;;Dœlafylki;;;;;;;;;x
c_gudbrandzdalar_adj;Dœlan;Dœlan;Dœlan;;Dœlan;;;;;;;;;x
c_raumrike;Raumríkí;Raumríkí;Raumríkí;;Raumríkí;;;;;;;;;x
c_raumrike_adj;Raumríkían;Raumríkían;Raumríkían;;Raumríkían;;;;;;;;;x
c_attundaland;Attundaland;Attundaland;Attundaland;;Attundaland;;;;;;;;;x
c_attundaland_adj;Upplandish;Upplandish;Upplandish;;Upplandish;;;;;;;;;x
c_fjadrundaland;Fjädrundaland;Fjädrundaland;Fjädrundaland;;Fjädrundaland;;;;;;;;;x
c_fjadrundaland_adj;Upplandish;Upplandish;Upplandish;;Upplandish;;;;;;;;;x
c_skara;Skara;Skara;Skara;;Skara;;;;;;;;;x
c_skara_adj;Skaran;Skaran;Skaran;;Skaran;;;;;;;;;x
c_nicosia;Nicosia;Nicosia;Nicosia;;Nicosia;;;;;;;;;x
c_nicosia_adj;Nicosian;Nicosian;Nicosian;;Nicosian;;;;;;;;;x
c_paphos;Paphos;Paphos;Paphos;;Paphos;;;;;;;;;x
c_paphos_adj;Paphosian;Paphosian;Paphosian;;Paphosian;;;;;;;;;x
c_terradicomune;Terra di Comune;Terra di Comune;Terra di Comune;;Terra di Comune;;;;;;;;;x
c_terradicomune_adj;Corsican;Corsican;Corsican;;Corsican;;;;;;;;;x
c_corse;Corse;Corse;Corse;;Corse;;;;;;;;;x
c_corse_adj;Corsican;Corsican;Corsican;;Corsican;;;;;;;;;x
c_gallura;Gallura;Gallura;Gallura;;Gallura;;;;;;;;;x
c_gallura_adj;Galluran;Galluran;Galluran;;Galluran;;;;;;;;;x
c_logudoro;Logudoro;Logudoro;Logudoro;;Logudoro;;;;;;;;;x
c_logudoro_adj;Logudoran;Logudoran;Logudoran;;Logudoran;;;;;;;;;x
c_pultusk;Pultusk;Pultusk;Pultusk;;Pultusk;;;;;;;;;x
c_pultusk_adj;Pultuskian;Pultuskian;Pultuskian;;Pultuskian;;;;;;;;;x
c_modica;Modica;Modica;Modica;;Modica;;;;;;;;;x
c_modica_adj;Modican;Modican;Modican;;Modican;;;;;;;;;x
c_enna;Enna;Enna;Enna;;Enna;;;;;;;;;x
c_enna_adj;Ennan;Ennan;Ennan;;Ennan;;;;;;;;;x
c_catanzaro;Catanzaro;Catanzaro;Catanzaro;;Catanzaro;;;;;;;;;x
c_catanzaro_adj;Catanzaran;Catanzaran;Catanzaran;;Catanzaran;;;;;;;;;x
c_gravina;Gravina;Gravina;Gravina;;Gravina;;;;;;;;;x
c_gravina_adj;Gravinian;Gravinian;Gravinian;;Gravinian;;;;;;;;;x
c_conservano;Conversano;Conversano;Conversano;;Conversano;;;;;;;;;x
c_conservano_adj;Conversanese;Conversanese;Conversanese;;Conversanese;;;;;;;;;x
c_larino;Larino;Larino;Larino;;Larino;;;;;;;;;x
c_larino_adj;Larinian;Larinian;Larinian;;Larinian;;;;;;;;;x
c_marsico;Marsico;Marsico;Marsico;;Marsico;;;;;;;;;x
c_marsico_adj;Marsic;Marsic;Marsic;;Marsic;;;;;;;;;x
c_chieti;Chieti;Chieti;Chieti;;Chieti;;;;;;;;;x
c_chieti_adj;Chietian;Chietian;Chietian;;Chietian;;;;;;;;;x
c_aversa;Aversa;Aversa;Aversa;;Aversa;;;;;;;;;x
c_aversa_adj;Aversan;Aversan;Aversan;;Aversan;;;;;;;;;x
c_molise;Molise;Molise;Molise;;Molise;;;;;;;;;x
c_molise_adj;Molisan;Molisan;Molisan;;Molisan;;;;;;;;;x
c_gaeta;Gaeta;Gaeta;Gaeta;;Gaeta;;;;;;;;;x
c_gaeta_adj;Gaetan;Gaetan;Gaetan;;Gaetan;;;;;;;;;x
c_alife;Alife;Alife;Alife;;Alife;;;;;;;;;x
c_alife_adj;Alifian;Alifian;Alifian;;Alifian;;;;;;;;;x
c_manopello;Manoppello;Manoppello;Manoppello;;Manoppello;;;;;;;;;x
c_manopello_adj;Manoppellian;Manoppellian;Manoppellian;;Manoppellian;;;;;;;;;x
c_alvito;Sora;Sora;Sora;;Sora;;;;;;;;;x
c_alvito_adj;Soran;Soran;Soran;;Soran;;;;;;;;;x
c_arezzo;Arezzo;Arezzo;Arezzo;;Arezzo;;;;;;;;;x
c_arezzo-adj;Arezzian;Arezzian;Arezzian;;Arezzian;;;;;;;;;x
c_fermo;Fermo;Fermo;Fermo;;Fermo;;;;;;;;;x
c_fermo_adj;Fermian;Fermian;Fermian;;Fermian;;;;;;;;;x
c_camerino;Camerino;Camerino;Camerino;;Camerino;;;;;;;;;x
c_camerino_adj;Camerinian;Camerinian;Camerinian;;Camerinian;;;;;;;;;x
c_nerola;Sabina;Sabina;Sabina;;Sabina;;;;;;;;;x
c_nerola_adj;Sabinan;Sabinan;Sabinan;;Sabinan;;;;;;;;;x
c_tusculum;Tusculum;Tusculum;Tusculum;;Tusculum;;;;;;;;;x
c_tusculum_adj;Tusculanum;Tusculanum;Tusculanum;;Tusculanum;;;;;;;;;x
c_malaspina;Lunigiana;Lunigiana;Lunigiana;;Lunigiana;;;;;;;;;x
c_malaspina_adj;Lunian;Lunian;Lunian;;Lunian;;;;;;;;;x
c_montefeltro;Montefeltro;Montefeltro;Montefeltro;;Montefeltro;;;;;;;;;x
c_montefeltro_adj;Montefeltrian;Montefeltrian;Montefeltrian;;Montefeltrian;;;;;;;;;x
c_frignano;Frignano;Frignano;Frignano;;Frignano;;;;;;;;;x
c_frignano_adj;Frignan;Frignan;Frignan;;Frignan;;;;;;;;;x
c_forli;Forli;Forli;Forli;;Forli;;;;;;;;;x
c_forli_adj;Forlivese;Forlivese;Forlivese;;Forlivese;;;;;;;;;x
c_piacenza;Piacenza;Piacenza;Piacenza;;Piacenza;;;;;;;;;x
c_piacenza_adj;Piacentine;Piacentine;Piacentine;;Piacentine;;;;;;;;;x
c_bergamo;Bergamo;Bergamo;Bergamo;;Bergamo;;;;;;;;;x
c_bergamo_adj;Bergamian;Bergamian;Bergamian;;Bergamian;;;;;;;;;x
c_gorz;Görz;Görz;Görz;;Görz;;;;;;;;;x
c_gorz_adj;Gorizian;Gorizian;Gorizian;;Gorizian;;;;;;;;;x
c_viterbo;Viterbo;Viterbo;Viterbo;;Viterbo;;;;;;;;;x
c_viterbo_adj;Viterbese;Viterbese;Viterbese;;Viterbese;;;;;;;;;x
c_finale;Finale;Finale;Finale;;Finale;;;;;;;;;x
c_finale_adj;Ligurian;Ligurian;Ligurian;;Ligurian;;;;;;;;;x
